LOCATION: Hinsdale
Rent: $4300

March 13, 2021, Enris, Taiyo, Sabiha, Cole, $481.5, 76, 43, 74
March 22, 2021, Svelko, Hillary, Paul, Charlie, Alton, Jake, James, Jenna, Satchel, Janelle, $1692.0, 283, 208, 202
March 23, 2021, Svelko, Paul, Charlie, Jake, James, Satchel, Alex, Anna, George, Janelle, $1666.0, 283, 208, 200
March 24, 2021, Paul, Charlie, Jake, James, Satchel, Alex, Anna, George, Alton, Janelle, $1671.0, 283, 208, 195
March 25, 2021, Charlie, Jake, James, Satchel, Anna, Alton, Layla, Paul, Chrissa, Janelle, $1674.0, 283, 208, 196
March 27, 2021, Charlie, Jake, James, Satchel, Anna, Alton, Layla, Paul, George, Jacob, $1666.0, 282, 208, 194
March 28, 2021, Charlie, James, Anna, Alton, Layla, Paul, George, Valerie, Alex, Jacob, $1673.0, 284, 208, 195
March 29, 2021, Charlie, James, Anna, Layla, Paul, George, Valerie, Alex, Lauren, Janelle, $1680.0, 286, 208, 196
March 30, 2021, Charlie, Anna, Paul, George, Valerie, Alex, Satchel, Jenna, Chrissa, Janelle, $1687.0, 285, 208, 199
March 31, 2021, Charlie, Anna, George, Valerie, Alex, Jenna, Edward, Alton, Hillary, Janelle, $1687.0, 285, 208, 199
April 01, 2021, Charlie, Anna, George, Valerie, Alex, Jenna, Edward, Alton, Hillary, Janelle, $1694.0, 284, 208, 202
April 03, 2021, Charlie, Anna, Valerie, Jenna, Alton, Hillary, Lauren, Satchel, Paul, Janelle, $1718.5, 286, 209, 208
April 04, 2021, Charlie, Valerie, Jenna, Alton, Hillary, Lauren, Satchel, George, Layla, Janelle, $1718.0, 286, 210, 207
April 05, 2021, Charlie, Valerie, Alton, Lauren, Satchel, George, Layla, Paul, Chrissa, Janelle, $1723.0, 287, 210, 208
April 06, 2021, Charlie, Valerie, Alton, Lauren, Satchel, Layla, Paul, Chrissa, Hillary, Janelle, $1743.0, 288, 210, 214
April 07, 2021, Charlie, Alton, Satchel, Layla, Chrissa, Hillary, Alex, James, Austin, Janelle, $1746.5, 290, 211, 213
April 08, 2021, Charlie, Alton, Satchel, Layla, Hillary, Alex, James, Austin, Jenna, Janelle, $1741.5, 289, 211, 212
April 10, 2021, Alton, Satchel, Layla, Alex, James, Austin, Jenna, Lauren, Edward, Janelle, $1738.0, 289, 212, 210
April 11, 2021, Alton, Satchel, Layla, James, Jenna, Lauren, Hillary, Austin, Edward, Janelle, $1750.0, 289, 212, 214
April 12, 2021, Alton, Satchel, Layla, James, Lauren, Hillary, Edward, Chrissa, Austin, Janelle, $1763.5, 290, 213, 217
April 13, 2021, Satchel, Layla, Lauren, Hillary, Edward, Austin, Alton, James, Svelko, Ana, $1749.5, 290, 213, 219
April 14, 2021, Layla, Lauren, Hillary, Austin, Alton, James, Svelko, Satchel, Alex, Ana, $1779.0, 290, 214, 228
April 15, 2021, Lauren, Hillary, Austin, Alton, James, Svelko, Alex, Edward, Charlie, Ana, $1809.5, 291, 215, 230
April 17, 2021, Lauren, Austin, Alton, James, Alex, Charlie, Jake, Layla, Paul, Ana, $1815.5, 291, 215, 232
April 18, 2021, Austin, Alton, James, Alex, Charlie, Jake, Layla, Anna, Chrissa, Ana, $1838.0, 292, 216, 238
April 19, 2021, Austin, Alton, James, Alex, Charlie, Jake, Layla, Chrissa, Paul, Charmaine, $1846.0, 296, 216, 238
April 20, 2021, Austin, Alton, James, Charlie, Layla, Chrissa, Paul, Edward, Alex, Charmaine, $1862.5, 297, 217, 242
April 21, 2021, Alton, Charlie, Layla, Paul, Alex, George, James, Austin, Jake, Charmaine, $1872.0, 296, 218, 245
April 22, 2021, Alton, Charlie, Layla, Paul, Alex, George, Austin, Jake, Lauren, Charmaine, $1866.0, 296, 218, 243
April 24, 2021, Charlie, Layla, Paul, George, Jake, Lauren, James, Alton, Edward, Charmaine, $1874.5, 296, 219, 245
April 25, 2021, Charlie, Layla, Paul, George, Jake, James, Alton, Edward, Alex, Charmaine, $1890.5, 295, 219, 251
April 26, 2021, Layla, Paul, Jake, James, Alton, Edward, Charlie, Valerie, George, Charmaine, $1895.5, 296, 219, 252
April 27, 2021, Layla, Paul, Jake, Alton, Edward, Charlie, Valerie, Austin, Satchel, Charmaine, $1903.5, 297, 219, 254
April 28, 2021, Layla, Paul, Jake, Edward, Charlie, Valerie, Austin, Satchel, Lauren, Charmaine, $1907.5, 296, 219, 256
April 29, 2021, Paul, Jake, Edward, Charlie, Austin, Lauren, Layla, Chrissa, Alton, Charmaine, $1921.5, 297, 219, 260
May 01, 2021, Paul, Jake, Charlie, Austin, Lauren, Chrissa, Alton, Valerie, Hillary, Charmaine, $1906.0, 297, 220, 254
May 02, 2021, Paul, Jake, Charlie, Austin, Lauren, Chrissa, Alton, Valerie, James, Jacob, $1899.0, 298, 220, 251
May 03, 2021, Paul, Jake, Austin, Lauren, Chrissa, Valerie, James, Hillary, Alex, Ana, $1908.0, 298, 220, 254
May 04, 2021, Jake, Austin, Chrissa, Valerie, James, Hillary, Alex, Edward, Layla, Ana, $1910.5, 299, 219, 255
May 05, 2021, Austin, Chrissa, Valerie, James, Hillary, Edward, Alton, Lauren, Layla, Ana, $1909.5, 300, 219, 254
May 06, 2021, Austin, Chrissa, Valerie, Hillary, Edward, Alton, Lauren, Layla, Charlie, Ana, $1909.5, 300, 219, 254
May 08, 2021, Austin, Chrissa, Hillary, Edward, Lauren, Layla, George, Satchel, Svelko, Ana, $1931.5, 302, 219, 260
May 09, 2021, Chrissa, Edward, Lauren, Layla, Satchel, Svelko, Valerie, Alton, Anna, Ana, $1909.5, 304, 219, 258
May 10, 2021, Chrissa, Edward, Layla, Satchel, Svelko, Valerie, Alton, Anna, Jenna, Ana, $1942.0, 306, 220, 260
May 11, 2021, Chrissa, Edward, Satchel, Svelko, Alton, Anna, Jenna, Lauren, James, Ana, $1947.0, 307, 220, 261
May 12, 2021, Chrissa, Edward, Satchel, Alton, Anna, Jenna, Lauren, James, Valerie, Ana, $1968.5, 309, 221, 266
May 13, 2021, Edward, Satchel, Anna, Jenna, James, Jake, Alex, Lauren, Layla, Janelle, $1965.5, 309, 221, 265
May 15, 2021, Edward, Satchel, Anna, Jenna, James, Jake, Alex, Lauren, Layla, Janelle, $1962.5, 309, 221, 264
May 16, 2021, Edward, Anna, Jenna, Jake, Alex, Lauren, Layla, Chrissa, Satchel, Janelle, $1963.0, 311, 222, 262
May 17, 2021, Edward, Anna, Jenna, Alex, Layla, Chrissa, Satchel, Alton, Charlie, Janelle, $1974.0, 312, 222, 265
May 18, 2021, Edward, Anna, Alex, Layla, Chrissa, Satchel, Alton, Charlie, Jenna, Janelle, $1991.5, 315, 223, 268
May 19, 2021, Edward, Alex, Layla, Satchel, Alton, Charlie, Jenna, Anna, Valerie, Janelle, $1992.5, 316, 225, 266
May 20, 2021, Alex, Layla, Alton, Charlie, Anna, Valerie, George, Jake, Svelko, Janelle, $1993.0, 316, 226, 272
May 22, 2021, Alex, Alton, Charlie, Anna, Valerie, Jake, Satchel, Paul, James, Janelle, $2008.5, 317, 227, 269
May 23, 2021, Alex, Alton, Charlie, Anna, Valerie, Jake, Satchel, Paul, James, Ana, $2014.0, 317, 228, 270
May 24, 2021, Alex, Charlie, Anna, Valerie, Jake, Satchel, Paul, James, Chrissa, Ana, $2008.0, 317, 228, 268
May 25, 2021, Alex, Charlie, Valerie, Satchel, Paul, James, Jenna, Lauren, Alton, Ana, $2017.0, 317, 228, 271
May 26, 2021, Alex, Charlie, Satchel, James, Jenna, Lauren, Alton, Svelko, Anna, Ana, $1998.5, 318, 229, 270
May 27, 2021, Alex, Charlie, Satchel, James, Jenna, Alton, Svelko, Anna, Layla, Ana, $2026.0, 319, 230, 271
May 29, 2021, Alex, Satchel, Jenna, Alton, Anna, George, Austin, Hillary, Jake, Charmaine, $2027.0, 321, 230, 270
May 30, 2021, Alex, Satchel, Jenna, Alton, Anna, Austin, Hillary, Jake, Paul, Ana, $2044.5, 321, 231, 275
May 31, 2021, Satchel, Jenna, Alton, Anna, Hillary, Paul, Alex, James, Charlie, Ana, $2069.5, 323, 231, 282
June 01, 2021, Jenna, Alton, Anna, Hillary, Paul, Alex, James, Satchel, Chrissa, Ana, $2063.5, 323, 231, 280
June 02, 2021, Jenna, Anna, Hillary, Paul, Alex, James, Satchel, Lauren, Edward, Ana, $2067.5, 322, 231, 282
June 03, 2021, Jenna, Anna, Hillary, Alex, James, Satchel, Edward, Alton, Chrissa, Ana, $2059.0, 321, 232, 279
June 05, 2021, Jenna, Hillary, Alex, James, Satchel, Alton, Chrissa, Lauren, Svelko, Ana, $2067.5, 321, 233, 281
June 06, 2021, Hillary, Alex, James, Alton, Chrissa, Svelko, Edward, Anna, Jake, Ana, $2069.0, 322, 234, 280
June 07, 2021, Alex, Alton, Chrissa, Svelko, Edward, Anna, Jake, Lauren, Jenna, Ana, $2066.0, 323, 234, 285
June 08, 2021, Alex, Chrissa, Edward, Anna, Lauren, Alton, Satchel, Austin, Svelko, Ana, $2077.0, 324, 234, 288
June 09, 2021, Alex, Chrissa, Edward, Anna, Alton, Satchel, Austin, Svelko, Valerie, Ana, $2084.0, 326, 234, 289
June 10, 2021, Alex, Edward, Alton, Satchel, Austin, Valerie, George, Layla, Jake, Ana, $2087.0, 325, 234, 284
June 12, 2021, Alex, Alton, Satchel, Austin, Valerie, George, Jake, Hillary, Lauren, Ana, $2083.0, 326, 234, 282
June 13, 2021, Alex, Alton, Satchel, Austin, Valerie, George, Jake, Lauren, James, Ana, $2086.5, 325, 235, 283
June 14, 2021, Alton, Satchel, Austin, Valerie, George, Lauren, James, Charlie, Jake, Ana, $2092.0, 325, 236, 284
June 15, 2021, Satchel, Valerie, George, Lauren, Charlie, Jake, Edward, Alton, Chrissa, Ana, $2101.0, 325, 236, 287
June 16, 2021, Satchel, George, Charlie, Edward, Alton, Chrissa, Lauren, Jake, Alex, Ana, $2101.0, 325, 236, 287
June 17, 2021, Satchel, George, Charlie, Edward, Alton, Lauren, Alex, Jenna, Austin, Ana, $2120.5, 326, 237, 292
June 19, 2021, Satchel, George, Charlie, Alton, Lauren, Jenna, Austin, Jake, Svelko, Ana, $2097.0, 326, 238, 290
June 20, 2021, Satchel, Charlie, Lauren, Jenna, Austin, Jake, Svelko, Valerie, Paul, Ana, $2078.0, 327, 238, 283
June 21, 2021, Satchel, Lauren, Jenna, Jake, Svelko, Valerie, Paul, George, Alton, Ana, $2079.0, 329, 238, 282
June 22, 2021, Lauren, Jake, Svelko, Valerie, Paul, George, Anna, Satchel, Edward, Charmaine, $2085.0, 329, 238, 284
June 23, 2021, Lauren, Jake, Svelko, Valerie, Paul, Anna, Edward, Alton, Alex, Charmaine, $2074.0, 331, 238, 279
June 24, 2021, Lauren, Jake, Svelko, Valerie, Paul, Edward, Alex, Jenna, James, Charmaine, $2087.5, 331, 239, 276
June 26, 2021, Lauren, Jake, Svelko, Valerie, Paul, Alex, James, George, Jenna, Charmaine, $2055.5, 331, 239, 272
June 27, 2021, Jake, Svelko, Valerie, Paul, Alex, George, Jenna, Layla, Satchel, Charmaine, $2072.0, 334, 240, 268
June 28, 2021, Jake, Svelko, Valerie, Paul, Alex, George, Jenna, Layla, Satchel, Charmaine, $2052.5, 336, 241, 266
June 29, 2021, Jake, Svelko, Valerie, Paul, Alex, George, Jenna, Layla, Lauren, Charmaine, $2090.0, 336, 242, 271
June 30, 2021, Jake, Svelko, Paul, Alex, Jenna, Layla, Lauren, James, Charlie, Charmaine, $2102.0, 336, 242, 275
July 01, 2021, Jake, Paul, Jenna, Layla, Lauren, Charlie, Svelko, Hillary, Alton, Charmaine, $2106.0, 338, 242, 275
July 03, 2021, Jake, Jenna, Layla, Lauren, Charlie, Hillary, Alton, James, Valerie, Charmaine, $2090.5, 338, 243, 269
July 04, 2021, Jake, Jenna, Layla, Charlie, Alton, James, Valerie, Lauren, Austin, Charmaine, $2095.5, 339, 243, 270
July 05, 2021, Jake, Jenna, Layla, Charlie, James, Valerie, Lauren, Austin, Paul, Charmaine, $2101.0, 339, 244, 271
July 06, 2021, Jake, Jenna, Layla, Charlie, Valerie, Lauren, Paul, Satchel, Hillary, Charmaine, $2110.5, 338, 245, 274
July 07, 2021, Jenna, Layla, Charlie, Valerie, Lauren, Paul, Satchel, Hillary, George, Ana, $2113.0, 338, 246, 274
July 08, 2021, Jenna, Charlie, Valerie, Lauren, Paul, Satchel, Hillary, George, Svelko, Ana, $2114.5, 339, 247, 273
July 10, 2021, Jenna, Charlie, Valerie, Paul, Satchel, George, Svelko, Layla, Jake, Janelle, $2123.0, 339, 248, 275
July 11, 2021, Charlie, Paul, Satchel, George, Layla, Alex, Valerie, Anna, Alton, Janelle, $2124.0, 340, 250, 273
July 12, 2021, Charlie, Paul, Satchel, George, Alex, Valerie, Anna, Alton, Lauren, Janelle, $2120.5, 340, 251, 271
July 13, 2021, Paul, Satchel, George, Alex, Valerie, Alton, Lauren, Charlie, Svelko, Janelle, $2108.0, 341, 252, 272
July 14, 2021, Satchel, George, Alex, Valerie, Alton, Lauren, Charlie, Jake, James, Janelle, $2132.5, 342, 253, 272
July 15, 2021, George, Alex, Valerie, Alton, Lauren, Charlie, Jake, James, Satchel, Janelle, $2147.0, 342, 254, 276
July 17, 2021, George, Alex, Valerie, Alton, Lauren, Jake, Satchel, Layla, Chrissa, Janelle, $2141.0, 342, 254, 274
July 18, 2021, George, Alex, Alton, Lauren, Jake, Satchel, Chrissa, Hillary, James, Janelle, $2142.0, 344, 254, 273
July 19, 2021, George, Alex, Alton, Lauren, Jake, Satchel, Chrissa, Hillary, James, Janelle, $2130.0, 344, 254, 269
July 20, 2021, Alex, Lauren, Jake, Satchel, Chrissa, Hillary, James, Paul, Charlie, Janelle, $2152.0, 346, 254, 275
July 21, 2021, Lauren, Satchel, Chrissa, Hillary, James, Paul, Valerie, Anna, Charlie, Charmaine, $2157.5, 346, 255, 276
July 22, 2021, Lauren, Satchel, Chrissa, James, Paul, Valerie, Charlie, Alton, Svelko, Charmaine, $2159.0, 347, 256, 275
July 24, 2021, Satchel, Chrissa, James, Valerie, Charlie, Alton, Svelko, Anna, Hillary, Janelle, $2151.0, 347, 256, 279
July 25, 2021, Satchel, Chrissa, Valerie, Alton, Svelko, Hillary, James, Paul, George, Janelle, $2167.5, 348, 255, 278
July 26, 2021, Chrissa, Valerie, Alton, Svelko, Hillary, James, George, Charlie, Lauren, Jacob, $2170.0, 348, 256, 278
July 27, 2021, Chrissa, Valerie, Alton, Svelko, Hillary, James, George, Charlie, Lauren, Jacob, $2151.0, 350, 256, 277
July 28, 2021, Valerie, Alton, Svelko, Hillary, James, George, Charlie, Lauren, Layla, Janelle, $2161.5, 350, 257, 273
July 29, 2021, Valerie, Alton, Svelko, Hillary, George, Lauren, Layla, Edward, Paul, Janelle, $2144.0, 350, 258, 273
July 31, 2021, Valerie, Alton, Svelko, George, Layla, Edward, Paul, Lauren, Jake, Janelle, $2155.5, 349, 259, 270
August 01, 2021, Valerie, Svelko, George, Layla, Edward, Lauren, Alton, Jenna, Austin, Jacob, $2139.0, 350, 260, 263
August 02, 2021, Valerie, Svelko, George, Layla, Lauren, Alton, Jenna, Austin, Satchel, Jacob, $2132.5, 348, 261, 268
August 03, 2021, Valerie, George, Layla, Lauren, Jenna, Satchel, Charlie, Jake, Alex, Jacob, $2163.0, 349, 262, 270
August 04, 2021, George, Layla, Lauren, Jenna, Charlie, Alex, Alton, Jake, Anna, Jacob, $2182.0, 351, 262, 275
August 05, 2021, Layla, Lauren, Jenna, Charlie, Alex, Alton, Anna, Chrissa, Satchel, Jacob, $2190.0, 352, 262, 277
August 07, 2021, Lauren, Jenna, Charlie, Alex, Anna, Chrissa, Satchel, Edward, George, Jacob, $2186.5, 352, 263, 275
August 08, 2021, Jenna, Charlie, Alex, Anna, Chrissa, Edward, Lauren, Paul, Hillary, Jacob, $2208.5, 354, 263, 281
August 09, 2021, Charlie, Alex, Anna, Edward, Paul, Satchel, Svelko, Layla, Valerie, Jacob, $2213.5, 355, 263, 282
August 10, 2021, Charlie, Alex, Anna, Edward, Paul, Satchel, Svelko, Layla, Alton, Jacob, $2190.0, 355, 264, 280
August 11, 2021, Charlie, Alex, Anna, Edward, Paul, Satchel, Svelko, Layla, Valerie, Jacob, $2209.0, 356, 264, 279
August 12, 2021, Charlie, Anna, Edward, Paul, Satchel, Svelko, Layla, Chrissa, Valerie, Janelle, $2207.0, 358, 264, 277
August 14, 2021, Charlie, Anna, Edward, Paul, Satchel, Svelko, Layla, Valerie, Austin, Janelle, $2217.5, 359, 265, 279
August 15, 2021, Charlie, Anna, Paul, Satchel, Layla, Valerie, Austin, Chrissa, Lauren, Janelle, $2220.5, 359, 265, 280
August 16, 2021, Charlie, Anna, Satchel, Layla, Valerie, Chrissa, Lauren, James, George, Janelle, $2237.5, 360, 265, 285
August 17, 2021, Charlie, Satchel, Valerie, Chrissa, Lauren, James, George, Svelko, Layla, Janelle, $2243.0, 360, 266, 286
August 18, 2021, Charlie, Satchel, Valerie, Lauren, James, George, Svelko, Layla, Hillary, Janelle, $2237.0, 360, 266, 284
August 19, 2021, Charlie, Valerie, Lauren, James, George, Layla, Hillary, Chrissa, Jake, Janelle, $2239.5, 360, 267, 284
August 21, 2021, Charlie, Lauren, George, Hillary, Chrissa, Valerie, Jenna, Svelko, Jake, Janelle, $2249.5, 359, 267, 288
August 22, 2021, Charlie, Lauren, Hillary, Valerie, Jenna, Svelko, Edward, Paul, George, Janelle, $2253.0, 358, 268, 289
August 23, 2021, Charlie, Lauren, Hillary, Valerie, Svelko, Paul, George, Chrissa, Anna, Janelle, $2263.0, 360, 268, 291
August 24, 2021, Lauren, Hillary, Valerie, Svelko, Paul, Chrissa, Anna, Alton, Austin, Janelle, $2269.0, 360, 268, 293
August 25, 2021, Lauren, Valerie, Svelko, Chrissa, Anna, Austin, Satchel, Jake, James, Janelle, $2256.0, 361, 268, 288
August 26, 2021, Lauren, Valerie, Svelko, Chrissa, Anna, Austin, Satchel, James, Edward, Janelle, $2237.5, 362, 269, 287
August 28, 2021, Valerie, Chrissa, Anna, Austin, James, Jake, Hillary, Lauren, Edward, Janelle, $2260.5, 362, 269, 288
August 29, 2021, Valerie, Chrissa, Austin, James, Jake, Hillary, Edward, Alton, George, Janelle, $2269.0, 362, 270, 290
August 30, 2021, Valerie, Austin, Jake, Hillary, Edward, Alton, Lauren, James, George, Janelle, $2272.5, 361, 271, 291
August 31, 2021, Austin, Hillary, Edward, Lauren, James, George, Jenna, Valerie, Alex, Charmaine, $2268.0, 362, 272, 288
September 01, 2021, Austin, Hillary, Lauren, James, George, Jenna, Valerie, Alton, Anna, Charmaine, $2269.5, 363, 273, 287
September 02, 2021, Austin, Hillary, James, George, Jenna, Alton, Chrissa, Alex, Svelko, Charmaine, $2270.0, 362, 274, 287
September 04, 2021, Austin, Hillary, James, George, Jenna, Alton, Chrissa, Svelko, Satchel, Charmaine, $2247.5, 361, 275, 286
September 05, 2021, Austin, Hillary, James, Jenna, Alton, Svelko, Satchel, Alex, Valerie, Charmaine, $2259.0, 363, 276, 281
September 06, 2021, Austin, Hillary, James, Jenna, Alton, Svelko, Satchel, Alex, Valerie, Charmaine, $2264.0, 364, 276, 282
September 07, 2021, Hillary, James, Jenna, Alton, Satchel, Alex, Paul, Anna, Austin, Charmaine, $2286.0, 366, 276, 288
September 08, 2021, Hillary, James, Jenna, Alton, Satchel, Alex, Paul, Anna, Austin, Janelle, $2302.5, 364, 277, 294
September 09, 2021, Hillary, James, Jenna, Satchel, Alex, Anna, Austin, Chrissa, Svelko, Janelle, $2290.0, 365, 278, 295
September 11, 2021, Hillary, James, Jenna, Satchel, Alex, Austin, Chrissa, Svelko, Charlie, Jacob, $2290.5, 367, 279, 293
September 12, 2021, James, Satchel, Austin, Chrissa, Svelko, Charlie, Hillary, Alton, Lauren, Jacob, $2287.0, 367, 280, 291
September 13, 2021, James, Satchel, Chrissa, Svelko, Charlie, Alton, Jake, Hillary, Alex, Jacob, $2319.0, 367, 280, 295
September 14, 2021, James, Satchel, Chrissa, Svelko, Charlie, Alton, Jake, Hillary, Alex, Jacob, $2314.5, 368, 281, 292
September 15, 2021, James, Satchel, Chrissa, Charlie, Alton, Hillary, Alex, Layla, Svelko, Jacob, $2318.0, 368, 282, 299
September 16, 2021, James, Chrissa, Charlie, Alton, Hillary, Alex, Svelko, Jenna, Edward, Jacob, $2334.0, 369, 282, 297
September 18, 2021, James, Chrissa, Charlie, Hillary, Alex, Svelko, Jenna, Edward, George, Ana, $2335.5, 370, 283, 296
September 19, 2021, James, Chrissa, Hillary, Alex, Jenna, Edward, George, Lauren, Valerie, Ana, $2334.0, 371, 284, 294
September 20, 2021, James, Chrissa, Alex, Jenna, Edward, Lauren, Valerie, Layla, Hillary, Ana, $2339.5, 371, 285, 295
September 21, 2021, James, Chrissa, Alex, Edward, Lauren, Valerie, Hillary, Anna, Austin, Ana, $2341.5, 369, 285, 297
September 22, 2021, James, Alex, Lauren, Hillary, Austin, Svelko, Edward, Layla, Jake, Ana, $2323.5, 370, 285, 297
September 23, 2021, James, Lauren, Hillary, Austin, Svelko, Edward, Layla, Jake, Chrissa, Ana, $2357.0, 371, 286, 300
September 25, 2021, James, Lauren, Austin, Svelko, Layla, Jake, Chrissa, Anna, Edward, Ana, $2371.5, 371, 287, 304
September 26, 2021, James, Lauren, Svelko, Jake, Chrissa, Anna, Edward, Valerie, Satchel, Ana, $2361.0, 372, 288, 299
September 27, 2021, James, Lauren, Jake, Chrissa, Anna, Edward, Valerie, Satchel, Austin, Ana, $2355.0, 372, 288, 297
September 28, 2021, James, Lauren, Chrissa, Anna, Edward, Valerie, Satchel, Austin, Layla, Charmaine, $2348.0, 373, 288, 294
September 29, 2021, James, Lauren, Chrissa, Anna, Valerie, Satchel, Austin, Jake, Jenna, Janelle, $2343.5, 374, 289, 291
September 30, 2021, James, Lauren, Chrissa, Anna, Valerie, Satchel, Austin, Jake, Jenna, Charmaine, $2346.5, 374, 289, 292
October 02, 2021, James, Chrissa, Valerie, Satchel, Jake, Svelko, Layla, George, Hillary, Jacob, $2350.0, 373, 290, 293
October 03, 2021, James, Valerie, Satchel, Jake, Svelko, Layla, George, Hillary, Lauren, Charmaine, $2369.5, 374, 291, 298
October 04, 2021, James, Valerie, Jake, Svelko, Layla, Hillary, Austin, Anna, George, Charmaine, $2366.5, 375, 291, 303
October 05, 2021, James, Valerie, Jake, Layla, Hillary, Austin, Anna, George, Paul, Charmaine, $2386.0, 375, 292, 302
October 06, 2021, James, Valerie, Jake, Layla, Hillary, Austin, Anna, George, Paul, Charmaine, $2387.5, 376, 293, 301
October 07, 2021, James, Valerie, Layla, Austin, George, Paul, Satchel, Charlie, Anna, Charmaine, $2406.5, 377, 295, 305
October 09, 2021, James, Layla, Austin, Paul, Charlie, Anna, Svelko, Alex, Edward, Charmaine, $2409.0, 377, 296, 305
October 10, 2021, Layla, Austin, Paul, Anna, Svelko, Edward, Jenna, Hillary, George, Charmaine, $2415.5, 379, 297, 305
October 11, 2021, Austin, Anna, Edward, Jenna, George, Chrissa, Lauren, Jake, Valerie, Charmaine, $2423.5, 380, 297, 307
October 12, 2021, Austin, Edward, Jenna, George, Chrissa, Lauren, Jake, Valerie, Svelko, Charmaine, $2417.0, 380, 298, 304
October 13, 2021, Edward, Jenna, George, Chrissa, Lauren, Jake, Svelko, Austin, Paul, Charmaine, $2404.5, 381, 299, 305
October 14, 2021, Jenna, George, Chrissa, Lauren, Jake, Svelko, Austin, Paul, Layla, Charmaine, $2406.0, 382, 300, 304
October 16, 2021, Jenna, Chrissa, Lauren, Jake, Svelko, Austin, Paul, Layla, Satchel, Ana, $2427.0, 384, 300, 303
October 17, 2021, Jenna, Chrissa, Lauren, Jake, Austin, Paul, Layla, Satchel, Svelko, Charmaine, $2417.0, 386, 300, 305
October 18, 2021, Chrissa, Jake, Paul, Layla, Satchel, Hillary, Alex, Lauren, James, Charmaine, $2442.0, 387, 300, 306
October 19, 2021, Jake, Paul, Layla, Satchel, Alex, Lauren, James, Valerie, Austin, Charmaine, $2461.5, 388, 301, 311
October 20, 2021, Paul, Layla, Alex, Lauren, James, Valerie, Jenna, Hillary, Austin, Charmaine, $2466.0, 389, 302, 311
October 21, 2021, Paul, Layla, Lauren, James, Valerie, Hillary, Austin, Svelko, Alex, Charmaine, $2448.5, 389, 303, 311
October 23, 2021, Paul, Lauren, James, Valerie, Hillary, Austin, Svelko, Satchel, Chrissa, Charmaine, $2450.0, 390, 304, 310
October 24, 2021, Paul, Lauren, Valerie, Hillary, Svelko, Chrissa, George, Alex, Austin, Janelle, $2468.0, 389, 304, 310
October 25, 2021, Lauren, Valerie, Svelko, Chrissa, Alex, James, Edward, Anna, George, Janelle, $2471.0, 389, 304, 311
October 26, 2021, Lauren, Valerie, Svelko, Alex, James, Edward, George, Austin, Hillary, Janelle, $2482.5, 389, 305, 314
October 27, 2021, Lauren, Valerie, Alex, James, Edward, George, Hillary, Paul, Svelko, Charmaine, $2487.5, 390, 305, 315
October 28, 2021, Valerie, Alex, James, George, Paul, Svelko, Edward, Layla, Charlie, Charmaine, $2507.0, 391, 306, 320
October 30, 2021, Valerie, James, George, Paul, Svelko, Layla, Charlie, Jenna, Jake, Charmaine, $2503.0, 392, 306, 318
October 31, 2021, Valerie, James, Paul, Layla, Jenna, Jake, Lauren, Chrissa, Austin, Charmaine, $2511.0, 393, 306, 320
November 01, 2021, Valerie, Paul, Layla, Jenna, Lauren, Austin, Charlie, James, Satchel, Charmaine, $2510.5, 393, 307, 319
November 02, 2021, Paul, Layla, Lauren, Austin, James, Satchel, Jake, Edward, Hillary, Charmaine, $2532.0, 395, 308, 324
November 03, 2021, Paul, Layla, Lauren, Austin, James, Satchel, Jake, Edward, Valerie, Charmaine, $2534.5, 395, 309, 324
November 04, 2021, Paul, Layla, Austin, James, Satchel, Jake, Edward, Valerie, Chrissa, Charmaine, $2534.5, 395, 309, 324
November 06, 2021, Paul, Austin, James, Satchel, Jake, Edward, Chrissa, Layla, Jenna, Charmaine, $2537.0, 395, 310, 324
November 07, 2021, Paul, Austin, James, Satchel, Edward, Chrissa, Layla, Jenna, Charlie, Charmaine, $2540.0, 395, 310, 325
November 08, 2021, Paul, Austin, James, Satchel, Edward, Chrissa, Layla, Charlie, Hillary, Charmaine, $2553.5, 396, 311, 328
November 09, 2021, Austin, Satchel, Edward, Chrissa, Layla, Charlie, Valerie, George, Svelko, Ana, $2563.0, 398, 312, 329
November 10, 2021, Austin, Edward, Layla, Charlie, George, Svelko, Hillary, Chrissa, Satchel, Janelle, $2572.5, 400, 313, 330
November 11, 2021, Austin, Edward, Charlie, George, Svelko, Hillary, Chrissa, Satchel, Lauren, Janelle, $2546.5, 400, 313, 328
November 13, 2021, Austin, Charlie, George, Svelko, Hillary, Chrissa, Lauren, Alex, Satchel, Janelle, $2568.0, 401, 314, 327
November 14, 2021, Austin, George, Svelko, Hillary, Chrissa, Alex, Satchel, Edward, Anna, Janelle, $2582.5, 401, 315, 331
November 15, 2021, George, Svelko, Chrissa, Satchel, Edward, Anna, Charlie, Jake, Hillary, Janelle, $2590.0, 402, 316, 332
November 16, 2021, George, Svelko, Chrissa, Edward, Anna, Charlie, Jake, Hillary, Layla, Charmaine, $2604.0, 402, 318, 335
November 17, 2021, George, Svelko, Chrissa, Anna, Charlie, Jake, Hillary, Layla, Edward, Charmaine, $2602.5, 403, 319, 333
November 18, 2021, Svelko, Anna, Charlie, Jake, Hillary, Layla, Edward, Lauren, Chrissa, Charmaine, $2605.5, 403, 319, 334
November 20, 2021, Svelko, Anna, Charlie, Jake, Hillary, Layla, Edward, Lauren, Chrissa, Charmaine, $2589.0, 405, 320, 333
